Name	Type	Subtype	CMC	Power	Toughness	Text	Sets
Jiwari, the Earth Aflame	Creature	Spirit	5	3	3	{X}{R}, {T}: Jiwari, the Earth Aflame deals X damage to target creature without flying. Channel — {X}{R}{R}{R}, Discard Jiwari: Jiwari deals X damage to each creature without flying.	SOK
Kuldotha Flamefiend	Creature	Elemental	6	4	4	When Kuldotha Flamefiend enters the battlefield, you may sacrifice an artifact. If you do, Kuldotha Flamefiend deals 4 damage divided as you choose among any number of target creatures and/or players.	MBS
Sandstone Warrior	Creature	Human Soldier Warrior	4	1	3	First strike (This creature deals combat damage before creatures without first strike.) {R}: Sandstone Warrior gets +1/+0 until end of turn.	TMP 9ED TPR
Aphetto Vulture	Creature	Zombie Bird	6	3	2	Flying When Aphetto Vulture dies, you may put target Zombie card from your graveyard on top of your library.	ONS
Krark-Clan Grunt	Creature	Goblin Warrior	3	2	2	Sacrifice an artifact: Krark-Clan Grunt gets +1/+0 and gains first strike until end of turn.	MRD
Scavenging Scarab	Creature	Insect	4	3	3	Scavenging Scarab can't block.	DST
Locust Miser	Creature	Rat Shaman	4	2	2	Each opponent's maximum hand size is reduced by two.	SOK
Horned Turtle	Creature	Turtle	3	1	4		POR TMP 6ED 7ED 8ED 9ED M10 TPR
Sydri, Galvanic Genius	Creature	Human Artificer	3	2	2	{U}: Target noncreature artifact becomes an artifact creature with power and toughness each equal to its converted mana cost until end of turn. {W}{B}: Target artifact creature gains deathtouch and lifelink until end of turn.	C13
Trapjaw Kelpie	Creature	Beast	6	3	3	Flash Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)	EVE
Lead Golem	Artifact Creature	Golem	5	3	5	Whenever Lead Golem attacks, it doesn't untap during its controller's next untap step.	MIR 6ED
Battlefield Medic	Creature	Human Cleric	2	1	1	{T}: Prevent the next X damage that would be dealt to target creature this turn, where X is the number of Clerics on the battlefield.	ONS
Tethered Griffin	Creature	Griffin	1	2	3	Flying When you control no enchantments, sacrifice Tethered Griffin.	UDS
Cephalid Inkshrouder	Creature	Cephalid	3	2	1	Discard a card: Cephalid Inkshrouder gains shroud until end of turn and can't be blocked this turn. (A creature with shroud can't be the target of spells or abilities.)	JUD
Shambling Strider	Creature	Yeti	6	5	5	{R}{G}: Shambling Strider gets +1/-1 until end of turn.	ICE BTD MED
Ghalma's Warden	Creature	Elephant Soldier	4	2	4	Metalcraft — Ghalma's Warden gets +2/+2 as long as you control three or more artifacts.	SOM
Errant Ephemeron	Creature	Illusion	7	4	4	Flying Suspend 4—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)	TSP DD2 MMA DDM DD3_JVC
Soldier Replica	Artifact Creature	Soldier	3	1	3	{1}{W}, Sacrifice Soldier Replica: Soldier Replica deals 3 damage to target attacking or blocking creature.	MRD
Duskrider Peregrine	Creature	Bird	6	3	3	Flying, protection from black Suspend 3—{1}{W} (Rather than cast this card from your hand, you may pay {1}{W} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)	TSP
Scalpelexis	Creature	Beast	5	1	5	Flying (This creature can't be blocked except by creatures with flying or reach.) Whenever Scalpelexis deals combat damage to a player, that player exiles the top four cards of his or her library. If two or more of those cards have the same name, repeat this process.	JUD 10E
Dread Slaver	Creature	Zombie Horror	5	3	5	Whenever a creature dealt damage by Dread Slaver this turn dies, return it to the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.	AVR
Healer of the Pride	Creature	Cat Cleric	4	2	3	Whenever another creature enters the battlefield under your control, you gain 2 life.	M13
Swirling Spriggan	Creature	Goblin Shaman	4	3	3	{G/U}{G/U}: Target creature you control becomes the color or colors of your choice until end of turn.	EVE
Baloth Woodcrasher	Creature	Beast	6	4	4	Landfall — Whenever a land enters the battlefield under your control, Baloth Woodcrasher gets +4/+4 and gains trample until end of turn.	ZEN CMD C13
Harbinger of the Hunt	Creature	Dragon	5	5	3	Flying {2}{R}: Harbinger of the Hunt deals 1 damage to each creature without flying. {2}{G}: Harbinger of the Hunt deals 1 damage to each other creature with flying.	pMEI DTK
Assault Zeppelid	Creature	Beast	4	3	3	Flying, trample	DIS
Allosaurus Rider	Creature	Elf Warrior	7	1+*	1+*	You may exile two green cards from your hand rather than pay Allosaurus Rider's mana cost. Allosaurus Rider's power and toughness are each equal to 1 plus the number of lands you control.	pPRE CSP EVG DD3_EVG
Harmattan Efreet	Creature	Efreet	4	2	2	Flying {1}{U}{U}: Target creature gains flying until end of turn.	MIR 6ED
Smoldering Efreet	Creature	Efreet Monk	2	2	2	When Smoldering Efreet dies, it deals 2 damage to you.	FRF
Elvish Berserker	Creature	Elf Berserker	1	1	1	Whenever Elvish Berserker becomes blocked, it gets +1/+1 until end of turn for each creature blocking it.	EXO 9ED 10E
Centaur Veteran	Creature	Centaur	6	3	3	Trample {G}, Discard a card: Regenerate Centaur Veteran.	TOR
Wu Infantry	Creature	Human Soldier	2	2	1		PTK
Foe-Razer Regent	Creature	Dragon	7	4	5	Flying When Foe-Razer Regent enters the battlefield, you may have it fight target creature you don't control. Whenever a creature you control fights, put two +1/+1 counters on it at the beginning of the next end step.	pMEI DTK
Scandalmonger	Creature	Boar Monger	4	3	3	{2}: Target player discards a card. Any player may activate this ability but only any time he or she could cast a sorcery.	MMQ
Isleback Spawn	Creature	Kraken	7	4	8	Shroud (This creature can't be the target of spells or abilities.) Isleback Spawn gets +4/+8 as long as a library has twenty or fewer cards in it.	SHM
Arcum Dagsson	Creature	Human Artificer	4	2	2	{T}: Target artifact creature's controller sacrifices it. That player may search his or her library for a noncreature artifact card, put it onto the battlefield, then shuffle his or her library.	CSP
Faerie Noble	Creature	Faerie	3	1	2	Flying Other Faerie creatures you control get +0/+1. {T}: Other Faerie creatures you control get +1/+0 until end of turn.	HML ME3
Limestone Golem	Artifact Creature	Golem	6	3	4	{2}, Sacrifice Limestone Golem: Target player draws a card.	ODY
Sparkcaster	Creature	Kavu	4	5	3	When Sparkcaster enters the battlefield, return a red or green creature you control to its owner's hand. When Sparkcaster enters the battlefield, it deals 1 damage to target player.	PLS
Blood Bairn	Creature	Vampire	3	2	2	Sacrifice another creature: Blood Bairn gets +2/+2 until end of turn.	M14
Verdeloth the Ancient	Creature	Treefolk	6	4	7	Kicker {X} (You may pay an additional {X} as you cast this spell.) Saproling creatures and other Treefolk creatures get +1/+1. When Verdeloth the Ancient enters the battlefield, if it was kicked, put X 1/1 green Saproling creature tokens onto the battlefield.	INV TSB ARC MMA
Nivmagus Elemental	Creature	Elemental	1	1	2	Exile an instant or sorcery spell you control: Put two +1/+1 counters on Nivmagus Elemental. (That spell won't resolve.)	RTR
Dakra Mystic	Creature	Merfolk Wizard	1	1	1	{U}, {T}: Each player reveals the top card of his or her library. You may put the revealed cards into their owners' graveyards. If you don't, each player draws a card.	JOU
Crookclaw Transmuter	Creature	Bird Wizard	4	3	1	Flash (You may cast this spell any time you could cast an instant.) Flying When Crookclaw Transmuter enters the battlefield, switch target creature's power and toughness until end of turn.	TSP CNS
Ancestor's Prophet	Creature	Human Cleric	5	1	5	Tap five untapped Clerics you control: You gain 10 life.	ONS
Benalish Knight	Creature	Human Knight	3	2	2	Flash (You may cast this spell any time you could cast an instant.) First strike (This creature deals combat damage before creatures without first strike.)	WTH ATH 10E
Hand of the Praetors	Creature	Zombie	4	3	2	Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.) Other creatures you control with infect get +1/+1. Whenever you cast a creature spell with infect, target player gets a poison counter.	SOM
Daru Warchief	Creature	Human Soldier	4	1	1	Soldier spells you cast cost {1} less to cast. Soldier creatures you control get +1/+2.	SCG
Stalking Tiger	Creature	Cat	4	3	3	Stalking Tiger can't be blocked by more than one creature.	MIR POR 6ED PTK 10E
Elvish Herder	Creature	Elf	1	1	1	{G}: Target creature gains trample until end of turn.	USG
Hooded Hydra	Creature	Snake Hydra	2	0	0	Hooded Hydra enters the battlefield with X +1/+1 counters on it. When Hooded Hydra dies, put a 1/1 green Snake creature token onto the battlefield for each +1/+1 counter on it. Morph {3}{G}{G} As Hooded Hydra is turned face up, put five +1/+1 counters on it.	KTK
Tundra Wolves	Creature	Wolf	1	1	1	First strike (This creature deals combat damage before creatures without first strike.)	LEG 4ED 5ED 6ED 8ED 10E
Deathgreeter	Creature	Human Shaman	1	1	1	Whenever another creature dies, you may gain 1 life.	ALA DDD DD3_GVL
Kederekt Leviathan	Creature	Leviathan	8	5	5	When Kederekt Leviathan enters the battlefield, return all other nonland permanents to their owners' hands. Unearth {6}{U} ({6}{U}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)	ALA
Orc Sureshot	Creature	Orc Archer	4	4	2	Whenever another creature enters the battlefield under your control, target creature an opponent controls gets -1/-1 until end of turn.	FRF
Devoted Druid	Creature	Elf Druid	2	0	2	{T}: Add {G} to your mana pool. Put a -1/-1 counter on Devoted Druid: Untap Devoted Druid.	SHM
Viridian Betrayers	Creature	Elf Warrior	3	3	1	Viridian Betrayers has infect as long as an opponent is poisoned. (It deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)	NPH
Fell Shepherd	Creature	Avatar	7	8	6	Whenever Fell Shepherd deals combat damage to a player, you may return to your hand all creature cards that were put into your graveyard from the battlefield this turn. {B}, Sacrifice another creature: Target creature gets -2/-2 until end of turn.	C13
Scalding Salamander	Creature	Salamander	3	2	1	Whenever Scalding Salamander attacks, you may have it deal 1 damage to each creature without flying defending player controls.	EXO
Sage of Lat-Nam	Creature	Human Artificer	2	1	2	{T}, Sacrifice an artifact: Draw a card.	ATQ 8ED
Trophy Hunter	Creature	Human Archer	3	2	3	{1}{G}: Trophy Hunter deals 1 damage to target creature with flying. Whenever a creature with flying dealt damage by Trophy Hunter this turn dies, put a +1/+1 counter on Trophy Hunter.	RAV
Skittish Valesk	Creature	Beast	7	5	5	At the beginning of your upkeep, flip a coin. If you lose the flip, turn Skittish Valesk face down. Morph {5}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	ONS
Frostwind Invoker	Creature	Merfolk Wizard	5	3	3	Flying {8}: Creatures you control gain flying until end of turn.	ROE
Air Elemental	Creature	Elemental	5	4	4	Flying	LEA LEB 2ED CED CEI 3ED 4ED 5ED PO2 6ED S99 BRB BTD 7ED 8ED 9ED 10E DD2 M10 DPA ME4 DD3_JVC
Hound of Griselbrand	Creature	Elemental Hound	4	2	2	Double strike Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)	AVR
Gwendlyn Di Corci	Creature	Human Rogue	4	3	5	{T}: Target player discards a card at random. Activate this ability only during your turn.	LEG ME3
Flickerwisp	Creature	Elemental	3	3	1	Flying When Flickerwisp enters the battlefield, exile another target permanent. Return that card to the battlefield under its owner's control at the beginning of the next end step.	EVE MMA C13 C14
Wandering Champion	Creature	Human Monk	2	3	1	Whenever Wandering Champion deals combat damage to a player, if you control a blue or red permanent, you may discard a card. If you do, draw a card.	FRF
Rune-Cervin Rider	Creature	Elf Knight	4	2	2	Flying {G/W}{G/W}: Rune-Cervin Rider gets +1/+1 until end of turn.	SHM
Dokai, Weaver of Life	Creature	Human Monk	2	3	3	{4}{G}{G}, {T}: Put an X/X green Elemental creature token onto the battlefield, where X is the number of lands you control.	CHK
Yuan Shao, the Indecisive	Creature	Human Soldier	5	2	3	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Each creature you control can't be blocked by more than one creature.	PTK
Onulet	Artifact Creature	Construct	3	2	2	When Onulet dies, you gain 2 life.	ATQ 3ED 4ED MED ME4
Wizened Cenn	Creature	Kithkin Cleric	2	2	2	Other Kithkin creatures you control get +1/+1.	LRW
Raging Poltergeist	Creature	Spirit	5	6	1		AVR
Minotaur Warrior	Creature	Minotaur Warrior	3	2	3		POR
Steamcore Weird	Creature	Weird	4	1	3	When Steamcore Weird enters the battlefield, if {R} was spent to cast Steamcore Weird, it deals 2 damage to target creature or player.	GPT DDH DDJ
Sunstrike Legionnaire	Creature	Human Soldier	2	1	2	Sunstrike Legionnaire doesn't untap during your untap step. Whenever another creature enters the battlefield, untap Sunstrike Legionnaire. {T}: Tap target creature with converted mana cost 3 or less.	LGN
Court Homunculus	Artifact Creature	Homunculus	1	1	1	Court Homunculus gets +1/+1 as long as you control another artifact.	CON MMA MM2
Femeref Archers	Creature	Human Archer	3	2	2	{T}: Femeref Archers deals 4 damage to target attacking creature with flying.	MIR 6ED 7ED 10E
Boros Swiftblade	Creature	Human Soldier	2	1	2	Double strike	RAV HOP MM2
