Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Lightning Dragon	['Creature']	['Dragon']	4	['Red']	4	4	Flying Echo {2}{R}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.) {R}: Lightning Dragon gets +1/+0 until end of turn.	['pPRE', 'USG', 'VMA']
Viashino Sandscout	['Creature']	['Viashino', 'Scout']	2	['Red']	2	1	Haste (This creature can attack and {T} as soon as it comes under your control.) At the beginning of the end step, return Viashino Sandscout to its owner's hand. (Return it only if it's on the battlefield.)	['ULG', '10E']
Viashino Racketeer	['Creature']	['Viashino', 'Rogue']	3	['Red']	2	1	When Viashino Racketeer enters the battlefield, you may discard a card. If you do, draw a card.	['RTR']
Hada Freeblade	['Creature']	['Human', 'Soldier', 'Ally']	1	['White']	0	1	Whenever Hada Freeblade or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Hada Freeblade.	['pWPN', 'WWK']
Pentarch Paladin	['Creature']	['Human', 'Knight']	5	['White']	3	3	Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.) As Pentarch Paladin enters the battlefield, choose a color. {W}{W}, {T}: Destroy target permanent of the chosen color.	['TSP']
Lone Revenant	['Creature']	['Spirit']	5	['Blue']	4	4	Hexproof (This creature can't be the target of spells or abilities your opponents control.) Whenever Lone Revenant deals combat damage to a player, if you control no other creatures, look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.	['AVR']
Island Fish Jasconius	['Creature']	['Fish']	7	['Blue']	6	8	Island Fish Jasconius doesn't untap during your untap step. At the beginning of your upkeep, you may pay {U}{U}{U}. If you do, untap Island Fish Jasconius. Island Fish Jasconius can't attack unless defending player controls an Island. When you control no Islands, sacrifice Island Fish Jasconius.	['ARN', '3ED', '4ED']
Raiding Nightstalker	['Creature']	['Nightstalker']	3	['Black']	2	2	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)	['PO2']
Duskmantle Prowler	['Creature']	['Vampire', 'Rogue']	4	['Black']	2	2	Haste (This creature can attack and {T} as soon as it comes under your control.) Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)	['M13']
Snapping Creeper	['Creature']	['Plant']	3	['Green']	2	3	Landfall — Whenever a land enters the battlefield under your control, Snapping Creeper gains vigilance until end of turn.	['WWK']
Brimstone Dragon	['Creature']	['Dragon']	8	['Red']	6	6	Flying, haste	['PO2', 'ME2']
Seedguide Ash	['Creature']	['Treefolk', 'Druid']	5	['Green']	4	4	When Seedguide Ash dies, you may search your library for up to three Forest cards and put them onto the battlefield tapped. If you do, shuffle your library.	['LRW']
Whisperer of the Wilds	['Creature']	['Human', 'Shaman']	2	['Green']	0	2	{T}: Add {G} to your mana pool. Ferocious — {T}: Add {G}{G} to your mana pool. Activate this ability only if you control a creature with power 4 or greater.	['FRF']
Æther Figment	['Creature']	['Illusion']	2	['Blue']	1	1	Kicker {3} (You may pay an additional {3} as you cast this spell.) Æther Figment can't be blocked. If Æther Figment was kicked, it enters the battlefield with two +1/+1 counters on it.	['ZEN', 'DDM']
Archweaver	['Creature']	['Spider']	7	['Green']	5	5	Reach, trample	['RTR']
Vedalken Dismisser	['Creature']	['Vedalken', 'Wizard']	6	['Blue']	2	2	When Vedalken Dismisser enters the battlefield, put target creature on top of its owner's library.	['RAV', 'MMA']
Butcher of Malakir	['Creature']	['Vampire', 'Warrior']	7	['Black']	5	4	Flying Whenever Butcher of Malakir or another creature you control dies, each opponent sacrifices a creature.	['WWK', 'CMD', 'DDK', 'C14', 'DDP']
Youthful Knight	['Creature']	['Human', 'Knight']	2	['White']	2	1	First strike (This creature deals combat damage before creatures without first strike.)	['STH', 'ATH', '10E', 'TPR']
Mossbridge Troll	['Creature']	['Troll']	7	['Green']	5	5	If Mossbridge Troll would be destroyed, regenerate it. Tap any number of untapped creatures you control other than Mossbridge Troll with total power 10 or greater: Mossbridge Troll gets +20/+20 until end of turn.	['SHM']
Aven Mindcensor	['Creature']	['Bird', 'Wizard']	3	['White']	2	1	Flash (You may cast this spell any time you could cast an instant.) Flying If an opponent would search a library, that player searches the top four cards of that library instead.	['FUT']
Centaur Battlemaster	['Creature']	['Centaur', 'Warrior']	5	['Green']	3	3	Heroic — Whenever you cast a spell that targets Centaur Battlemaster, put three +1/+1 counters on Centaur Battlemaster.	['THS']
Yasova Dragonclaw	['Creature']	['Human', 'Warrior']	3	['Green']	4	2	Trample At the beginning of combat on your turn, you may pay {1}{U/R}{U/R}. If you do, gain control of target creature an opponent controls with power less than Yasova Dragonclaw's power until end of turn, untap that creature, and it gains haste until end of turn.	['FRF']
Deepwood Elder	['Creature']	['Dryad', 'Spellshaper']	2	['Green']	2	2	{X}{G}{G}, {T}, Discard a card: X target lands become Forests until end of turn.	['MMQ']
Doorkeeper	['Creature']	['Homunculus']	2	['Blue']	0	4	Defender {2}{U}, {T}: Target player puts the top X cards of his or her library into his or her graveyard, where X is the number of creatures with defender you control.	['RTR']
Heartstabber Mosquito	['Creature']	['Insect']	4	['Black']	2	2	Kicker {2}{B} (You may pay an additional {2}{B} as you cast this spell.) Flying When Heartstabber Mosquito enters the battlefield, if it was kicked, destroy target creature.	['ZEN', 'DDP']
Wall of Earth	['Creature']	['Wall']	2	['Red']	0	6	Defender (This creature can't attack.)	['LEG']
Qarsi Deceiver	['Creature']	['Naga', 'Wizard']	2	['Blue']	0	4	{T}: Add {1} to your mana pool. Spend this mana only to cast a face-down creature spell, pay a mana cost to turn a manifested creature face up, or pay a morph cost. (A megamorph cost is a morph cost.)	['DTK']
Omega Myr	['Artifact', 'Creature']	['Myr']	2	colorless	1	2	NA	['MRD']
Riptide Pilferer	['Creature']	['Merfolk', 'Rogue']	2	['Blue']	1	1	Whenever Riptide Pilferer deals combat damage to a player, that player discards a card. Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['PLC']
Bloodshot Cyclops	['Creature']	['Cyclops', 'Giant']	6	['Red']	4	4	{T}, Sacrifice a creature: Bloodshot Cyclops deals damage equal to the sacrificed creature's power to target creature or player.	['UDS', '7ED', '8ED']
Nikko-Onna	['Creature']	['Spirit']	3	['White']	2	2	When Nikko-Onna enters the battlefield, destroy target enchantment. Whenever you cast a Spirit or Arcane spell, you may return Nikko-Onna to its owner's hand.	['SOK']
Norwood Riders	['Creature']	['Elf']	4	['Green']	3	3	Norwood Riders can't be blocked by more than one creature.	['PO2']
Healer of the Pride	['Creature']	['Cat', 'Cleric']	4	['White']	2	3	Whenever another creature enters the battlefield under your control, you gain 2 life.	['M13']
Dauntless Escort	['Creature']	['Rhino', 'Soldier']	3	['White', 'Green']	3	3	Sacrifice Dauntless Escort: Creatures you control gain indestructible until end of turn.	['ARB']
Giant Octopus	['Creature']	['Octopus']	4	['Blue']	3	3	NA	['POR', 'S99', 'S00', '7ED', '8ED', '9ED']
Stratadon	['Artifact', 'Creature']	['Beast']	10	colorless	5	5	Domain — Stratadon costs {1} less to cast for each basic land type among lands you control. Trample	['PLS']
Archdemon of Unx	['Creature']	['Demon']	7	['Black']	6	6	Flying, trample At the beginning of your upkeep, sacrifice a non-Zombie creature, then put a 2/2 black Zombie creature token onto the battlefield.	['ALA']
Blight Herder	['Creature']	['Eldrazi', 'Processor']	5	colorless	4	5	When you cast Blight Herder, you may put two cards your opponents own from exile into their owners' graveyards. If you do, put three 1/1 colorless Eldrazi Scion creature tokens onto the battlefield. They have "Sacrifice this creature: Add {1} to your mana pool."	['BFZ']
Patron of the Orochi	['Creature']	['Spirit']	8	['Green']	7	7	Snake offering (You may cast this card any time you could cast an instant by sacrificing a Snake and paying the difference in mana costs between this and the sacrificed Snake. Mana cost includes color.) {T}: Untap all Forests and all green creatures. Activate this ability only once each turn.	['BOK']
Master of the Wild Hunt	['Creature']	['Human', 'Shaman']	4	['Green']	3	3	At the beginning of your upkeep, put a 2/2 green Wolf creature token onto the battlefield. {T}: Tap all untapped Wolf creatures you control. Each Wolf tapped this way deals damage equal to its power to target creature. That creature deals damage equal to its power divided as its controller chooses among any number of those Wolves.	['M10']
Tribal Golem	['Artifact', 'Creature']	['Golem']	6	colorless	4	4	Tribal Golem has trample as long as you control a Beast, haste as long as you control a Goblin, first strike as long as you control a Soldier, flying as long as you control a Wizard, and "{B}: Regenerate Tribal Golem" as long as you control a Zombie.	['ONS']
Thunderbreak Regent	['Creature']	['Dragon']	4	['Red']	4	4	Flying Whenever a Dragon you control becomes the target of a spell or ability an opponent controls, Thunderbreak Regent deals 3 damage to that player.	['pMGD', 'DTK']
Salt Road Patrol	['Creature']	['Human', 'Scout']	4	['White']	2	5	Outlast {1}{W} ({1}{W}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.)	['KTK']
Scute Mob	['Creature']	['Insect']	1	['Green']	1	1	At the beginning of your upkeep, if you control five or more lands, put four +1/+1 counters on Scute Mob.	['ZEN', 'MM2', 'DDP']
Kitsune Healer	['Creature']	['Fox', 'Cleric']	4	['White']	2	2	{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn. {T}: Prevent all damage that would be dealt to target legendary creature this turn.	['CHK']
Reef Worm	['Creature']	['Worm']	4	['Blue']	0	1	When Reef Worm dies, put a 3/3 blue Fish creature token onto the battlefield with "When this creature dies, put a 6/6 blue Whale creature token onto the battlefield with ‘When this creature dies, put a 9/9 blue Kraken creature token onto the battlefield.'"	['C14']
Spire Tracer	['Creature']	['Elf', 'Scout']	1	['Green']	1	1	Spire Tracer can't be blocked except by creatures with flying or reach.	['GTC']
Bellowing Tanglewurm	['Creature']	['Wurm']	5	['Green']	4	4	Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.) Other green creatures you control have intimidate.	['SOM']
Ezuri, Renegade Leader	['Creature']	['Elf', 'Warrior']	3	['Green']	2	2	{G}: Regenerate another target Elf. {2}{G}{G}{G}: Elf creatures you control get +3/+3 and gain trample until end of turn.	['SOM', 'C14']
Cateran Overlord	['Creature']	['Horror', 'Mercenary']	7	['Black']	7	5	Sacrifice a creature: Regenerate Cateran Overlord. {6}, {T}: Search your library for a Mercenary permanent card with converted mana cost 6 or less and put it onto the battlefield. Then shuffle your library.	['MMQ']
Charging Paladin	['Creature']	['Human', 'Knight']	3	['White']	2	2	Whenever Charging Paladin attacks, it gets +0/+3 until end of turn.	['POR', 'EXO', 'S99', 'DDC', 'DD3_DVD', 'TPR']
Hunted Phantasm	['Creature']	['Spirit']	3	['Blue']	4	6	Hunted Phantasm can't be blocked. When Hunted Phantasm enters the battlefield, target opponent puts five 1/1 red Goblin creature tokens onto the battlefield.	['RAV']
Flickering Spirit	['Creature']	['Spirit']	4	['White']	2	2	Flying {3}{W}: Exile Flickering Spirit, then return it to the battlefield under its owner's control.	['TSP']
Furnace Scamp	['Creature']	['Beast']	1	['Red']	1	1	Whenever Furnace Scamp deals combat damage to a player, you may sacrifice it. If you do, Furnace Scamp deals 3 damage to that player.	['NPH']
Angelic Curator	['Creature']	['Angel', 'Spirit']	2	['White']	1	1	Flying, protection from artifacts	['ULG']
Homura, Human Ascendant	['Creature']	['Human', 'Monk']	6	['Red']	4	4	Homura, Human Ascendant can't block. When Homura dies, return it to the battlefield flipped.	['SOK']
Dragonlord Kolaghan	['Creature']	['Elder', 'Dragon']	6	['Black', 'Red']	6	5	Flying, haste Other creatures you control have haste. Whenever an opponent casts a creature or planeswalker spell with the same name as a card in his or her graveyard, that player loses 10 life.	['DTK']
Viashino Skeleton	['Creature']	['Viashino', 'Skeleton']	4	['Red']	2	1	{1}{B}, Discard a card: Regenerate Viashino Skeleton.	['ALA']
Monk Realist	['Creature']	['Human', 'Monk', 'Cleric']	2	['White']	1	1	When Monk Realist enters the battlefield, destroy target enchantment.	['USG', 'CMD']
Tresserhorn Skyknight	['Creature']	['Zombie', 'Knight']	7	['Black']	5	3	Flying Prevent all damage that would be dealt to Tresserhorn Skyknight by creatures with first strike.	['CSP']
Pensive Minotaur	['Creature']	['Minotaur', 'Warrior']	3	['Red']	2	3	NA	['JOU']
Bellowing Fiend	['Creature']	['Spirit']	5	['Black']	3	3	Flying Whenever Bellowing Fiend deals damage to a creature, Bellowing Fiend deals 3 damage to that creature's controller and 3 damage to you.	['TMP', '7ED']
Flow of Maggots	['Creature']	['Insect']	3	['Black']	2	2	Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.) Flow of Maggots can't be blocked by non-Wall creatures.	['ICE']
Deathcult Rogue	['Creature']	['Human', 'Rogue']	3	['Blue', 'Black']	2	2	Deathcult Rogue can't be blocked except by Rogues.	['GTC']
Sword Dancer	['Creature']	['Human', 'Rebel']	2	['White']	1	2	{W}{W}: Target attacking creature gets -1/-0 until end of turn.	['PCY', '8ED']
Merchant Ship	['Creature']	['Human']	1	['Blue']	0	2	Merchant Ship can't attack unless defending player controls an Island. Whenever Merchant Ship attacks and isn't blocked, you gain 2 life. When you control no Islands, sacrifice Merchant Ship.	['ARN']
Goblin Soothsayer	['Creature']	['Goblin', 'Shaman']	1	['Red']	1	1	{R}, {T}, Sacrifice a Goblin: Red creatures get +1/+1 until end of turn.	['MIR']
Memnarch	['Artifact', 'Creature']	['Wizard']	7	colorless	4	5	{1}{U}{U}: Target permanent becomes an artifact in addition to its other types. (This effect lasts indefinitely.) {3}{U}: Gain control of target artifact. (This effect lasts indefinitely.)	['DST', 'ARC']
Concordia Pegasus	['Creature']	['Pegasus']	2	['White']	1	3	Flying	['RTR']
Squall Drifter	['Creature']	['Elemental']	2	['White']	1	1	Flying {W}, {T}: Tap target creature.	['CSP']
Goblin Tunneler	['Creature']	['Goblin', 'Rogue']	2	['Red']	1	1	{T}: Target creature with power 2 or less can't be blocked this turn.	['ROE', 'M11', 'M12']
